ID;Track;Danceability;Energy;Key;Loudness;Speechiness;Acousticness;Instrumentalness;Liveness;Valence;Tempo;Duration_ms
11604;Davide (feat. Coez);797;0.63;5.0;-7601;763;136;4.86e-06;207;761;126006;206212.0
11605;Forte;774;661;7.0;-6819;235;148;14;857;397;100022;207323.0
11606;Mondo Di Fango;845;581;6.0;-4505;472;318;1.82e-05;113;626;113352;117385.0
11607;Mama (feat. Nitro);873;636;10.0;-7594;785;114;6.15e-06;478;355;121009;180581.0
11608;Silenzio;904;532;6.0;-6639;257;163;0.0;109;422;130015;177672.0
11609;Pochette (feat. Noyz Narcos);705;556;1.0;-7.3;247;163;682;771;0.45;86176;181430.0
11610;You're Beautiful;675;479;0.0;-9.87;278;633;1.76e-05;88;454;81998;209493.0
11611;1973;0.72;668;9.0;-7928;269;652;664;789;768;123007;280027.0
11612;Goodbye My Lover;432;261;4.0;-12591;512;953;342;903;273;89567;258653.0
11613;Bonfire Heart;575;821;0.0;-5.7;527;181;0.0;124;449;118021;238000.0
11614;OK;653;0.81;7.0;-6032;558;118;0.0;126;583;121951;189307.0
11615;Same Mistake;0.46;509;10.0;-7666;263;466;434;122;194;77613;298187.0
11616;Stay the Night;528;886;11.0;-6249;329;159;0.0;758;0.8;96001;216333.0
11617;Carry You Home;582;507;2.0;-9021;313;671;1.21e-06;136;217;83019;234640.0
11618;The Truth;673;688;1.0;-6434;527;578;1.44e-05;133;848;121967;222076.0
11619;Monsters;375;409;0.0;-8713;37;205;0.0;0.1;196;127854;259991.0
11620;Don't Cha;877;637;1.0;-3493;101;516;2.5e-06;959;569;119988;272080.0
11621;When I Grow Up;671;685;11.0;-5762;0.05;165;0.0;398;368;118449;245680.0
11622;Stickwitu;655;0.54;9.0;-6482;516;268;0.0;68;0.43;79983;207507.0
11623;Buttons;0.57;821;2.0;-4.38;267;178;0.0;289;408;210857;225560.0
11624;Jai Ho! (You Are My Destiny);657;941;8.0;-3919;61;476;0.0;797;879;136202;222400.0
11625;I Hate This Part;756;612;5.0;-4371;317;659;0.0;274;452;111572;218400.0
11626;React;738;0.74;10.0;-5844;814;115;0.0;117;549;119989;204176.0
11627;Buttons - Showmusik TikTok Remix;746;859;2.0;-5.85;114;177;0.0;305;0.43;110025;143172.0
11628;"Hush Hush; Hush Hush - Main";613;778;10.0;-3933;689;985;0.0;356;626;129483;252093.0
11629;Beep;935;745;7.0;-6391;431;914;0.0;116;518;103691;229360.0
11630;Rubicon Drill;868;745;11.0;-5.82;268;187;342;431;762;139.9;188571.0
11631;Wytb;0.59;559;11.0;-13554;0.3;264;0.0;928;678;94648;200816.0
11632;Gaddi;682;827;7.0;-4488;284;175;0.0;131;549;79913;197125.0
11633;Defaulter;761;846;9.0;-2393;287;251;0.0;324;793;171996;201745.0
11634;Panjeban;0.79;773;1.0;-3814;178;165;0.0;538;779;143984;200884.0
11635;Chal Payi Chal Payi;868;822;1.0;-4684;146;326;0.0;201;831;130949;213328.0
11636;Motti Motti Akh;776;769;3.0;-4486;818;159;0.0;46;867;139946;271200.0
11637;Taur Tappa;751;746;2.0;-4626;292;188;0.0;503;889;149867;210998.0
11638;Pasand Bangi;756;704;5.0;-4503;227;307;0.0;548;819;81961;225913.0
11639;Combination;718;736;8.0;-6525;618;43;6.87e-05;0.13;583;159892;167500.0
11640;Atrévete-Te-Te;829;878;9.0;-5951;101;959;0.0;776;883;87991;239307.0
11641;Muerte En Hawaii;675;588;3.0;-7168;177;789;0.0;0.95;879;79989;189867.0
11642;La Vuelta Al Mundo;748;538;0.0;-9943;222;159;1.62e-06;167;779;124974;234133.0
11643;Ojos Color Sol (feat. Silvio Rodríguez);582;443;2.0;-7816;436;664;0.0;703;452;78071;215813.0
11644;Latinoamérica (feat. Totó la Momposina, Susana Baca & Maria Rita);691;805;2.0;-6.81;947;0.59;0.0;975;866;142503;301427.0
11645;No Hay Nadie Como Tú (feat. Café Tacuba);573;856;0.0;-5754;199;629;0.0;108;687;199952;293268.0
11646;El Aguante;664;898;7.0;-6723;281;325;0.0;511;814;146985;288747.0
11647;Baile De Los Pobres;686;0.84;11.0;-6265;164;138;2.35e-06;133;492;179939;207987.0
11648;Un Beso de Desayuno;571;858;8.0;-5393;143;288;0.0;629;792;84615;290840.0
11649;Adentro;333;808;4.0;-6476;0.26;452;0.0;427;518;82.15;292920.0
11650;"Main Title - From The ""Game Of Thrones"" Soundtrack";197;603;5.0;-16116;454;302;794;106;232;169881;106280.0
11651;Light of the Seven;273;102;0.0;-16843;494;903;721;268;583;120378;589095.0
11652;The Rains of Castamere;285;0.15;0.0;-12306;32;792;0.2;102;138;83768;224306.0
11653;A Lannister Always Pays His Debts;288;288;2.0;-16518;402;552;952;171;963;86393;170560.0
11654;The Night King;182;651;10.0;-16341;462;942;886;111;38;60812;530532.0
11655;"Goodbye Brother - From The ""Game Of Thrones"" Soundtrack";0.17;234;3.0;-28042;452;714;891;118;326;127138;187280.0
11656;Main Title (From Game of Thrones: Season 6);194;695;8.0;-10809;578;176;893;0.12;481;170684;111208.0
11657;The Prince That Was Promised;0.22;694;9.0;-22182;361;845;723;899;384;60274;274271.0
11658;The Power of Prophecy;171;277;5.0;-20228;0.04;778;872;103;341;84004;156366.0
11659;A Song of Ice and Fire;363;665;8.0;-11735;375;0.54;968;895;566;153977;131889.0
11660;Need You Now;581;717;4.0;-4433;318;298;186;243;316;107884;236440.0
11661;American Honey;588;684;1.0;-5154;288;508;0.0;141;121;85997;224867.0
11662;A Holly Jolly Christmas;626;0.52;8.0;-4389;284;392;0.0;447;746;147031;122827.0
11663;What If I Never Get Over You;576;724;0.0;-5147;274;16;0.0;107;0.34;93029;206598.0
11664;Just A Kiss;593;639;1.0;-5826;307;446;0.0;998;332;142881;218840.0
11665;Bartender;631;937;11.0;-3858;34;198;7.38e-06;327;654;101011;198267.0
11666;Ocean;0.58;0.36;6.0;-7.93;303;841;6.15e-06;129;302;99194;210113.0
11667;Something’s Coming;514;825;0.0;-4452;748;111;0.0;333;411;119985;173069.0
11668;I Run To You;655;786;3.0;-4451;34;163;5.99e-05;124;378;113964;256013.0
11669;Hayya Hayya (Better Together) - Music from the FIFA World Cup Qatar 2022 Official Soundtrack;733;829;2.0;-3302;375;401;0.0;403;623;128938;206070.0
11670;Electricity;823;717;9.0;-3879;704;356;0.0;102;489;110998;132913.0
11671;Dada (feat. Davido) [Remix];632;806;7.0;-5771;155;301;0.0;0.2;293;139124;177693.0
11672;Know Your Worth (feat. Davido & Tems);819;744;9.0;-6826;799;133;177;995;665;102995;191068.0
11673;Vroom - The FaNaTiX, Idris Elba, Lil Tjay, Davido, Koffee, Moelogo| PS5, PS4 - from GRAN TURISMO 7;868;673;2.0;-7331;196;309;1.04e-05;316;557;119016;237983.0
11674;Fall;928;675;5.0;-3542;568;386;0.0;564;794;105953;240000.0
11675;High;801;864;6.0;-5441;386;0.11;118;405;828;115991;193758.0
11676;WATAWI (feat. Davido, Focalistic & Abidoza);871;653;1.0;-6234;505;623;403;883;0.51;112995;305941.0
11677;Jowo;552;656;10.0;-4941;204;706;1.25e-05;744;804;67379;176471.0
11678;Stand Strong (feat. Sunday Service Choir);474;691;6.0;-5026;98;379;1.55e-05;135;602;94622;182792.0
11679;Your Betrayal;569;883;2.0;-4.41;748;8.07e-05;7.74e-05;883;373;134001;291427.0
11680;Tears Don't Fall;213;927;7.0;-3378;0.14;729;4.85e-06;81;0.28;162109;348387.0
11681;You Want a Battle? (Here's a War);295;0.98;2.0;-4075;854;3.21e-05;0.0;359;283;134335;254613.0
11682;Hand Of Blood;375;985;8.0;-2754;936;246;0.0;0.07;455;94468;217453.0
11683;Letting You Go;459;903;5.0;-4649;673;877;0.0;168;364;76185;223655.0
11684;Radioactive;527;695;9.0;-4.99;346;331;3.78e-05;0.31;271;142922;193080.0
11685;All These Things I Hate (Revolve Around Me);488;0.88;6.0;-3505;513;303;0.0;288;485;94004;225440.0
11686;Over It;374;971;11.0;-4284;697;7.69e-05;0.0;322;701;97625;227864.0
11687;The Last Fight;299;971;7.0;-3118;142;456;0.0;283;336;184549;259307.0
11688;Waking the Demon;306;995;2.0;-3203;0.1;2.98e-05;859;254;135;127908;247693.0
11689;Por Fin Te Encontré;645;821;11.0;-3679;213;492;0.0;193;844;179968;250837.0
11690;Bum Bum Tam Tam;896;675;1.0;-3908;124;346;8.11e-06;262;659;131999;213989.0
11691;Verano Azul;887;0.87;2.0;-5267;119;145;0.0;15;838;126048;190560.0
11692;No Sigue Modas Aka Ella No Sigue Modas;685;862;0.0;-4611;629;757;139;223;884;128041;232000.0
11693;He Llorado (Como Un Niño);0.69;896;1.0;-2277;436;195;0.0;979;792;115984;218880.0
11694;Bailando por Ahi;0.73;732;4.0;-5167;51;427;2.22e-06;262;974;129974;180453.0
11695;Si No Te Quisiera;707;869;0.0;-2727;706;181;0.0;669;774;128.0;185480.0
11696;Déjate Llevar;677;723;7.0;-5539;797;193;0.0;712;537;92053;233080.0
11697;Mal De Amores;631;827;10.0;-6677;119;708;0.0;249;497;128.19;169720.0
11698;Usted;712;833;0.0;-4101;618;155;0.0;273;326;104879;233749.0
11699;Knock You Down;588;877;8.0;-4.78;0.16;952;0.0;171;645;155165;326187.0
11700;Pretty Girl Rock;666;0.87;11.0;-5004;246;203;0.0;851;0.9;160014;243920.0
11701;I Like - Jost & Grubert Radio Mix;755;822;11.0;-4195;548;452;365;118;826;125011;218267.0
11702;Energy;427;767;6.0;-5783;143;788;0.0;95;651;76711;209840.0
11703;Turnin Me On - Original Clean;675;602;1.0;-4688;596;34;1.28e-05;199;92;159994;247800.0
11704;Slow Dance;685;597;7.0;-6701;206;102;221;203;486;133092;262520.0
11705;Lose Control / Let Me Down;681;725;5.0;-4443;681;526;0.0;103;447;90.79;289480.0
11706;One Night Stand;671;755;3.0;-6421;749;975;0.0;164;0.73;129004;232880.0
11707;Nominate;564;787;3.0;-4019;226;458;0.0;0.1;961;195935;254694.0
11708;Buyou;0.79;715;4.0;-4643;259;0.17;0.0;74;0.79;85.98;259213.0
11709;La Pregunta;739;643;8.0;-6348;151;706;0.0;789;831;172048;269592.0
11710;Sexo, Sudor y Calor;743;891;0.0;-4696;461;192;0.0;859;962;167946;250227.0
11711;Regalame Una Noche;717;636;6.0;-6604;356;263;0.0;328;675;89978;249827.0
11712;Junto Al Amanecer;614;702;6.0;-6081;378;245;4.63e-06;269;773;169966;250547.0
11713;Yo Me Monto;754;955;9.0;-3773;104;519;732;691;752;125052;172314.0
11714;Letania;912;686;11.0;-4725;882;105;0.0;119;596;89985;203267.0
11715;Deja;743;0.76;1.0;-5.48;0.13;224;0.0;362;756;81007;276573.0
11716;Eso en 4 No Se Ve;836;715;8.0;-8341;0.13;418;224;0.32;855;91.0;273020.0
11717;Comprometida;665;737;1.0;-6181;233;158;0.0;514;672;179.95;196880.0
11718;La Suite (feat. Kevin Roldan) - Remix;0.8;824;8.0;-4534;0.22;191;0.0;309;754;87951;280178.0
11719;Neue Freunde - Intro;671;0.72;8.0;-5202;368;185;0.0;212;416;121032;31437.0
11720;Drachenzähmen leicht gemacht 3 - Intro;517;684;0.0;-9592;427;585;0.0;631;717;77558;87129.0
11721;Drachenzähmen leicht gemacht - Teil 1;0.51;854;0.0;-9007;504;695;0.0;777;0.34;118461;184664.0
11722;Drachenzähmen leicht gemacht 3 - Teil 1;0.62;607;1.0;-9632;902;629;0.0;655;0.68;91375;196373.0
11723;Drachenzähmen leicht gemacht 3 - Teil 2;568;662;10.0;-11051;945;656;0.0;832;641;70.09;191124.0
11724;Drachenzähmen leicht gemacht - Teil 2;583;862;7.0;-8797;585;565;0.0;693;462;125924;196053.0
11725;Drachenzähmen leicht gemacht 3 - Teil 3;577;463;10.0;-14468;925;721;0.0;789;573;84473;187838.0
11726;Hüter des Lichts - Teil 1;527;495;0.0;-14458;861;694;1.32e-05;523;486;86068;203300.0
11727;Drachenzähmen leicht gemacht 3 - Teil 4;607;0.49;9.0;-12173;709;652;0.0;549;721;119364;187304.0
11728;Drachenzähmen leicht gemacht - Teil 3;652;732;1.0;-12029;0.77;669;0.0;373;679;128205;185110.0
11729;Dekha Hazaro Dafaa;411;277;7.0;-8844;305;903;0.0;209;345;143768;207752.0
11730;"Kaun Tujhe (From ""M.S.Dhoni - The Untold Story"")";531;431;2.0;-8937;37;868;2.47e-05;127;0.19;107.99;241449.0
11731;"Chahun Main Ya Naa (From ""Aashiqui 2"")";644;517;9.0;-6707;273;521;3.27e-06;905;259;106906;304900.0
11732;Valentine's Mashup 2019;595;0.61;7.0;-6887;499;332;2.14e-06;628;314;97974;212522.0
11733;"Sanam Teri Kasam (From ""Sanam Teri Kasam"")";624;551;0.0;-6871;33;285;0.0;234;229;149.97;314000.0
11734;O Khuda;358;479;4.0;-5879;286;511;9.72e-06;435;333;121467;307451.0
11735;Ik Mulaqaat;634;648;3.0;-6781;412;361;0.0;619;667;95989;247812.0
11736;Teri Meri Kahaani;601;802;3.0;-6537;372;158;1.45e-06;314;345;109989;331444.0
11737;"Meri Aashiqui (From ""Aashiqui 2"")";382;424;5.0;-8217;289;754;3.86e-06;118;256;188109;266070.0
11738;Love Mashup;711;673;5.0;-5.89;336;0.25;0.0;214;393;109992;240017.0
11739;Paper Planes;447;848;2.0;-6175;222;33;7.46e-05;0.65;485;172253;205200.0
11740;Bad Girls;639;912;1.0;-2621;615;107;0.0;97;343;143448;227520.0
11741;FRANCHISE (feat. Young Thug & M.I.A.);835;699;8.0;-5405;277;671;0.0;195;547;154981;202795.0
11742;Come Around;851;852;8.0;-6842;483;307;2.34e-05;0.73;854;120085;234173.0
11743;Paper Planes - Diplo Street Remix;445;851;2.0;-5741;311;176;1.24e-06;694;404;171765;226627.0
11744;Borders;582;844;1.0;-5072;864;601;169;104;299;178104;251800.0
11745;BORN FREE;396;895;10.0;-1753;704;32;125;165;182;96176;247493.0
11746;Zoo Girl;905;778;1.0;-2086;826;435;185;856;659;126037;172600.0
11747;Y.A.L.A.;0.79;916;1.0;-2742;104;121;269;513;734;124986;263813.0
11748;Jimmy;689;807;6.0;-4551;318;258;1.43e-06;971;822;124278;209213.0
11749;Eye of the Tiger;815;438;0.0;-14522;346;216;466;787;552;108965;243773.0
11750;"Burning Heart - From ""Rocky IV"" Soundtrack";652;609;9.0;-9684;28;298;8.79e-06;573;646;98125;230107.0
11751;Ever Since the World Began;596;367;7.0;-13.87;343;704;0.0;0.26;278;127304;222053.0
11752;Eye of the Tiger - 2006 Master;783;573;5.0;-9135;327;172;3.03e-05;193;513;108987;255827.0
11753;The Search Is Over;527;342;3.0;-12272;336;0.59;0.0;803;148;124209;252613.0
11754;I Can't Hold Back;509;681;4.0;-10659;306;499;5.36e-05;0.1;0.33;143645;238800.0
11755;High on You;659;714;7.0;-9811;321;398;1.15e-05;174;871;125152;248200.0
11756;The Moment Of The Truth;679;802;2.0;-8488;436;132;107;243;483;138881;224773.0
11757;Man Against the World;622;416;5.0;-9359;271;495;0.0;334;239;97471;214173.0
11758;Is This Love;679;772;3.0;-8946;328;557;0.0;338;749;118129;222560.0
11759;Loud Pipes;718;703;7.0;-7.16;382;108;817;208;849;87974;226533.0
11760;ANTIGRAVITY;545;959;7.0;-2346;174;363;915;182;527;92096;113074.0
11761;Wildcat;703;718;1.0;-7522;671;479;426;415;785;115993;260173.0
11762;Cream On Chrome - Single Edit;0.79;692;7.0;-4704;532;275;374;528;821;100264;235362.0
11763;Nostrand;0.71;375;0.0;-8371;664;135;915;925;867;169928;184040.0
11764;Seventeen Years;0.94;555;5.0;-6108;656;266;627;165;534;115.54;266307.0
11765;Cream On Chrome;794;687;7.0;-5028;114;395;0.4;115;0.77;100254;255984.0
11766;Lex;646;759;2.0;-5335;626;118;828;558;354;104992;269747.0
11767;HALOHEAD;319;959;11.0;-3032;409;153;142;763;332;150334;204880.0
11768;Cherry;529;348;5.0;-11249;315;596;918;136;492;125009;338333.0
11769;Love Song;583;786;2.0;-3142;301;208;0.0;188;573;123055;258827.0
11770;Brave;551;836;10.0;-3838;524;502;2.1e-05;425;758;185063;220573.0
11771;She Used To Be Mine;397;303;5.0;-7508;435;381;0.0;101;172;81.05;250267.0
11772;Gravity;0.27;275;0.0;-10357;356;834;0.0;146;231;168964;232760.0
11773;I Choose You;731;572;6.0;-7889;445;105;12;133;947;154038;218573.0
11774;King of Anything;676;762;1.0;-4172;351;461;0.0;574;0.81;119003;207493.0
11775;A Safe Place to Land (feat. John Legend);424;253;10.0;-13259;366;825;0.0;117;0.16;129812;269210.0
11776;Orpheus;609;484;2.0;-7.94;269;484;6.08e-05;992;367;80365;253395.0
11777;Winter Song;573;138;1.0;-14238;36;964;3.41e-05;133;0.23;81.14;267267.0
11778;When He Sees Me;706;493;3.0;-6779;623;0.32;0.0;189;356;119925;230973.0
11779;Una Vaina Loca;811;588;1.0;-3161;464;128;4;929;553;107022;226187.0
11780;Luces;748;689;0.0;-6168;696;333;7.56e-05;872;534;110049;225470.0
11781;Bonita;846;577;8.0;-6048;407;206;2.97e-06;164;703;120006;250082.0
11782;PAP (Pendiente Al Paso);706;743;5.0;-6822;39;428;402;149;287;126009;164242.0
11783;Cereza;763;579;7.0;-6968;965;134;0.0;102;185;146015;163693.0
11784;Sigo Fresh;729;0.54;5.0;-6826;57;495;0.0;746;544;126987;189333.0
11785;Una Vaina Loca (feat. El Potro Alvarez);794;674;1.0;-12821;524;123;0.0;951;726;117.05;261987.0
11786;Café;907;546;5.0;-4768;315;41;4.01e-05;0.11;488;142945;219056.0
11787;Una Vaina Loca (R3HAB Remix);0.69;782;8.0;-4369;144;951;0.0;916;555;115018;177391.0
11788;l e t . g o . m y . h a n d (with Bas & 6LACK);583;625;1.0;-8011;277;506;0.0;196;516;89812;266291.0
11789;Tribe (with J. Cole);755;594;7.0;-5906;216;241;0.0;107;237;178929;238053.0
11790;Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God);642;647;7.0;-6312;428;517;0.0;649;664;120749;217867.0
11791;[The Jackie] (with J. Cole & Lil Tjay);784;473;8.0;-6139;523;0.33;0.0;278;635;128014;204434.0
11792;h u n g e r . o n . h i l l s i d e (with Bas);563;703;2.0;-5756;702;126;0.0;213;294;94983;238972.0
11793;1 0 0 . m i l ‘ (with Bas);711;647;2.0;-5667;822;334;0.0;312;227;125092;163302.0
11794;Night Job;812;623;7.0;-7002;343;611;0.0;111;199;119883;194227.0
11795;Purge;908;535;7.0;-8509;292;632;0.0;214;271;115016;186613.0
11796;Run It Up;707;786;9.0;-5.62;154;138;2.18e-06;155;316;75944;162237.0
11797;Romeo;751;636;3.0;-6536;856;249;0.0;361;0.73;95.04;166200.0
11798;Bitter Sweet Symphony;356;917;9.0;-6006;479;335;0.0;406;518;171176;357267.0
11799;Lucky Man;407;663;2.0;-7591;305;255;166;913;211;75989;293587.0
11800;The Drugs Don't Work;442;0.52;0.0;-8648;261;184;0.0;154;177;77437;304880.0
11801;Sonnet;433;725;0.0;-7296;244;0.12;4.34e-05;225;376;89059;261360.0
11802;Love is Noise;426;865;7.0;-4153;411;472;0.0;385;311;123.06;327960.0
11803;On Your Own - Remastered 2016;447;711;4.0;-7291;237;359;2.81e-06;247;379;86217;213733.0
11804;History - Remastered 2016;338;638;2.0;-7989;332;105;0.0;102;113;133.99;326093.0
11805;Slide Away - 2016 Remastered;306;635;2.0;-7566;32;17;323;769;221;150.1;243453.0
11806;Catching The Butterfly;315;851;2.0;-8957;361;228;0.74;274;448;92356;386907.0
11807;Space And Time;0.21;723;2.0;-8803;366;419;457;138;326;165495;336640.0
11808;Fade Into You;0.42;0.33;9.0;-13925;275;245;679;677;175;157143;295600.0
11809;Halah;622;448;0.0;-10709;265;0.23;0.0;102;553;106085;196227.0
11810;Look On Down From The Bridge;0.37;772;0.0;-19322;414;642;0.69;112;954;119942;287893.0
11811;Blue Light;451;222;4.0;-15508;285;837;0.63;978;179;138943;310733.0
11812;Into Dust;415;132;7.0;-18839;353;0.94;137;113;122;169006;336760.0
11813;Rose Blood;256;319;1.0;-14847;299;366;718;113;666;83044;291040.0
11814;Be My Angel;356;426;9.0;-10857;265;305;364;116;269;165323;197333.0
11815;Cry, Cry;0.5;196;7.0;-15632;297;754;423;105;138;123008;238160.0
11816;Flowers In December;0.59;229;7.0;-13174;301;116;168;854;168;96856;297893.0
11817;Give You My Lovin;559;286;7.0;-11777;366;742;186;125;347;173004;230067.0
11818;Everytime We Touch;633;976;8.0;-5362;519;281;1.29e-05;382;493;142027;197124.0
11819;Everytime We Touch - Hardwell & Maurice West Remix;554;848;5.0;-4075;745;237;0.0;185;286;144996;216441.0
11820;Evacuate The Dancefloor - Radio Edit;0.76;696;0.0;-5811;491;195;0.0;278;903;127029;205884.0
11821;Everytime We Touch - Sound Rush Remix;0.57;961;5.0;-3913;871;236;14;222;452;150056;216938.0
11822;Bad Boy - KYANU Remix;514;0.74;0.0;-5627;432;514;3.2e-06;138;487;149973;160238.0
11823;Everytime We Touch - Nightcore & KYANU Edit;517;962;0.0;-6391;102;126;125;436;546;177641;148479.0
11824;Never Let Me Go;533;939;1.0;-3318;706;178;679;396;406;149943;210625.0
11825;Bad Boy;666;978;11.0;-5118;925;149;444;222;0.63;139991;191843.0
11826;Everytime We Touch - Fallen Superhero Remix;0.61;971;6.0;6;169;641;3.56e-06;338;487;150089;218587.0
11827;Everytime We Touch - Yanou's Candlelight Mix;445;173;5.0;-11068;356;928;0.0;243;305;113882;195773.0
11828;You;412;876;5.0;-6008;0.47;102;0.0;297;703;130159;273133.0
11829;Swimming Pools;574;591;9.0;-5843;288;822;0.0;199;217;73984;168661.0
11830;Get It Shawty;822;905;5.0;-4032;241;123;0.0;496;674;128014;209533.0
11831;Southside;688;404;9.0;-9481;818;377;0.0;813;448;75007;277840.0
11832;Lay It Down;527;796;1.0;-5111;62;17;0.0;798;534;155.99;240107.0
11833;Tru;0.45;556;9.0;-5877;67;119;0.0;117;135;143358;255640.0
11834;Slow Wine Bass Line (feat. Teddy Riley);0.56;671;0.0;-8125;491;153;0.0;244;555;118933;273342.0
11835;Dedication To My Ex (Miss That);835;724;0.0;-4624;57;169;5.48e-06;936;964;119037;236147.0
11836;Sex Room;731;549;8.0;-8216;241;206;0.0;136;555;118003;202539.0
11837;Caramel;671;634;5.0;-3127;348;0.11;0.0;778;465;136039;203967.0
11838;Coming In Hot;889;453;8.0;-8782;261;274;4.75e-06;156;428;140025;200168.0
11839;Jireh (My Provider);443;778;0.0;-7564;266;241;0.0;215;628;128.25;168000.0
11840;I'll Find You (feat. Tori Kelly);736;681;5.0;-5856;101;126;0.0;396;166;135118;217507.0
11841;WALK;686;753;5.0;-3.9;175;117;0.0;884;0.16;138109;165972.0
11842;Can’t Tell It All (Remix);0.84;514;2.0;-8004;301;283;208;138;361;127976;191644.0
11843;This is My Time;667;761;2.0;-9049;153;254;793;787;158;176903;135760.0
11844;Take Me Up;682;622;2.0;-7338;0.08;773;6.74e-06;298;296;139954;194426.0
11845;Where We Come From;722;668;7.0;-11.16;222;199;0.0;209;901;178069;149080.0
11846;Spread The Opps;865;525;0.0;-7588;271;236;6.48e-05;115;321;150019;181795.0
11847;Still In America;667;798;2.0;-5394;264;143;0.0;106;127;139943;203774.0
11848;The Joker;596;448;5.0;-9616;396;365;5.3e-06;206;796;83293;264504.0
11849;Rock'n Me;695;582;4.0;-11.35;651;297;0.0;123;892;122433;187067.0
11850;Take The Money And Run;565;645;0.0;-12923;484;552;2.84e-06;151;836;99.3;170173.0
11851;Abracadabra;791;535;9.0;-13261;355;749;1.96e-06;156;963;127488;308373.0
11852;Fly Like An Eagle;561;754;9.0;-12769;112;0.61;194;328;642;100.08;282693.0
11853;Jet Airliner;574;664;5.0;-11.5;346;737;0.0;0.22;936;122956;215667.0
